Text,Sub-task A
Urban naxal spotted,OAG
Ranga billa orgy pals of Arundhuti kutiya,OAG
"Sahii bhai sahii.. These hypocrites are trying to spoil the movie.. Chutiye
hai liberals & feminists wale..",OAG
"Ghanta..ek no ek chutiya galti se iski video list mein aa gaya.fully
illogical. Apart from momentary burst of short temper and substance abuse,
kabir singh character Does NOT have a single flaw.",OAG
Stupid !,OAG
One word for all haters go die somewhere else..,OAG
"well done Jahangir, the Bitch deserved it!! You did good thing by leaving the
Bitch alive, she should know what is the pain for loosing parents. Bravo!!!",OAG
"god bless jhangir , bahut badiya kiya , this is the result of injustice and
the bastard indian bitches should realise this",OAG
"If women is shown having sexual relations then its a problem for u. Then that
is fake faminism. But if kabir singh is shown as womeniser then it is a very
good movie. If a women is shown drinking then it is very bad and against
cultural values but if kabir singh is shown as a drinker and smoker then we
should be proud of the movie. Kabir singh is threatening everybody that preeti
is my lady, nobody should come close to her and thats a morally right thing
acc. to you. Wow, what hypocrisy. I know the movie is about negative side of
kabir singh but unfortunately this side of kabir singh has been highlighted in
a very stylished misogynistic way. In this film one thing is clearly shown
that women should like and look for dominating and possessive lovers. If same
role will be based on a women then u will obviously have problems, you will
see it as a unculturable and non traditional thing. Why women should always be
shown in submissive roles. 99% of movies in india are based on male point of
view but if 1% of movies are based on female point of view, their liberties,
why everybody has problem in that. This is true hypocrisy. Atlast i want to
say.. this is purely my opinion and point of view. You may not agree with me
and let it be. But please atleast think about it.",OAG
"Zabardast video pratik bhai!!!👍👍👍...love the video.the way you exposed the
feminists..i really loved it!!people should know the reality of this stupid
nonsense called feminism.peace out✌",OAG
"@Debadutta Khandayatray Lol you are one of those people who are fed up with
success of Narendra Modi despite your discomfort, Whole population of your
kind is so ignorant and Hypocritical. You can have satisfaction that your
comment got few likes, nothing more than that. Nothing going to change. You
can cry shout yell 😂 but deep down inside you know that you are biggest loser.",OAG
"Nowadays these fake feminist's portrays women empowerment nothing but sex,
alcohol, multiple partners ect ..... Instead of education , employment, social
security and equality ....  
people like Sonam Kapoor, swara Bhaskar,sunny Leone are called feminist and
women like Arundhathi bhattacharya , Indra nuee, tessi thamos , Mary kom ,
ect..are not even recognized as true empowered women ....",OAG
Jhand movie is the perfect word,OAG
"Let the fools be bro. They only enjoy porn like Veere Di Wedding and brand it
feminism",OAG
"Abey loudey Arnab... Did u ever see the vedios of hijdi up police vandalising
public property... Did u ever see how police in UP attacking people... Cm of
up gave an order to its police to take revenge from people... U don't see it ,
u don't show it , u don't debate about it, u don't ask them ...  
Pagal loude , sowar k jaisa pukaarna band kar teri maa ki choot",OAG
Ranu Mandal is a bad and harami singer,OAG
"Rajdeep always support communist gang . Now india seeing a true face of left
liberal gang like arundhti roy Or irfan habib.",OAG
"Not comparing but even nice movies like Na peru Surya na illu India will hurt
feminists for showing so called toxic masculinity.A man facing the problem
with anger management = toxic masculinity.Since when? Do they want all the men
to become effeminate.Feminists hate logic and reasoning for sure.Thats y I
stay away from females and I have no remorse for it. Waiting for SJWs to get
involved in keyboard war by replying me with some shaming language.I won't
retaliate.😜👍",OAG
"Expected some what like the level of Wassepur.. Disappointed.. And yeah
don't... Bring in the anti feminist or cult kinda thing.. Just put your
view... Self destruction is a good thing.....be it substance abuse.. A
""thing"".. Or a lifeless soul.. Shut your mouth and start respecting your
mother.. In fact u need your parents help",OAG
"Anywhere in the world she be locked up,in the peace loving Islamist country's
she be stoned to death.india giving too much freedom for scums like her.",OAG
"Why are you against liberals? What’s your definition of ‘aacha’. You are here
to review a movie. So just do that instead of spreading venom",OAG
"U lost the huge respect From my side...  
Can't agree with you sorry....just think this person treats your daughter with
the same abusive behaviour to show his masculinity & madness..it doesn't
justify someone's illogical rudeness & forcefully making relationship bczz he
wants that girl..woww...& U r saying is this really good?? U can't justify
this character dear..bcz if u like ""KABUR SINGH "" Character then may b u also
support the boyfriend/ husband who does domestic violence infct may b now u r
starting to support the people who forcefully making relationship with girls
bcz he likes her..really??? Today reaalllly surprised to see ur thoughts..U wr
my favourite reviewer..but today u lost respect from me.If any girl will be in
the same situation in real life in the college then That Kabir singh will be
in the jail..  
Worst movie..WORST CHARACTER IN BOLLYWOOD - KABIR SINGH.👎👎👎👎",OAG
Stupid !,OAG
"To call people lke arundhati roy intellectual is absurd. Who has granted or
declared her as intellectual? press & some leftist cronies. there are millions
in india who are more educated than her, better writers than her, and deeply
involved in bringing up social and ethnic problems to the fore. She is an ORM.
Over Rated Mediocre. Her writings are pessimistic, rudderless and leftist
propaganda. She like other mediocre , has been pumped up by the previous elite
institutions. Her writings have not helped any one, beings or beasts, poor or
neglected. Her recent statement was of a middle class school student. she
should be treated with contempt and disgrace, Shame you stupid Lady.",OAG
"@Abinash Sarma I DON'T LIKE LGBTQ AND I DON'T SUPPORT THEM  
THIS IS MY VIEW MY SPEECH  
I LIVE IN A DEMOCRACY  
SO I WANT TO MAKE THESE PEOPLE TO LEAVE THE COUNTRY  
  
  
BLOODY IDIOTS",OAG
Ranga billa orgy pals of Arundhuti kutiya,OAG
"who would listen to u. see the comment section filled with comment in his
support. india is worst place for women is proved by men in comment section.
it very dangerous as well as depressing . india is slowly and steady moving
towards dark age",OAG
"Stop exargerating feminism . feminism is about protecting women in despair but
of course u have to exergerate looking down upon its real goal to prove your
point is just disgusting",OAG
"Dude I’m a feminist and I do nothing of what you describe as feminist so
please be clear there’s difference between real feminists and pseudo self
proclaimed feminist and liberals. You CANNOT bucket us all in same",OAG
Kabir Singh MC film,OAG
"India is officially now a ""gaandu"" country",OAG
porimoni mad,OAG
Arundhati Roy must be killed,OAG
"This feminism spreading like Plague  
  
  
Bloooody liberal fuckers.",OAG
"you did not get the point. unnecessarily mixing up politics and feminism and
everything else like khichdi. if some people had a problem with a lead
character who has terrible anger issues and acts violent and entitled and like
a jerk and rolls his life away in alcohol and drugs - that is a very very
pathetic and unattractive character. there are people like that in real
life... who bring down everyone around them because of a break up. i think
showing why the character is like this... delving deeper into his anger
issues, his insecurities would be a better movie... jab dekho love love
love... kya bakwas...ask any psychiatrist and they will tell you this is some
kind of personality disorder. thats what people are talking about... stop
blaming feminism all the time to justify weirdos.  
  
  
having said that, i am sure shahid has done a great job in this character. i
just hope not many men waste their life in alcohol after watching this movie
thinking they are doing in it the name of LOVE.",OAG
Are you born from a pig 's pichwada......mc,OAG
conservatives fuck you all,OAG
Sucharita tyagi is chutiya critic.,OAG
Slay the gay,OAG
Kick her out to pak,OAG
Such a bitch.,OAG
"First Start addressing this Church Bit*h as SUSSANAH which is her REAL NAME
instead of using apeshit names like Arundhati Roy  
She is a CHRISTIAN  
Same like  
Usage of D Raja for Daniel Raja of CPI  
Presstitute media helps them in covering their REAL IDENTITY",OAG
"Fuck boy: चोदू लड़का।  
😂😂😂",OAG
"Dude I’m a feminist and I do nothing of what you describe as feminist so
please be clear there’s difference between real feminists and pseudo self
proclaimed feminist and liberals. You CANNOT bucket us all in same",OAG
"Breif description but feminist is like urban terrorist and they will never
understand",OAG
Stupid !,OAG
That grey shirt guy..looks like Rapist!!,OAG
"Suprerbacha,chankirchala,gudmarani this is not tanuki mandal fault this her
education problem",OAG
@Eminent - pubg Mobile chutiya pubg pussy Indian spotted,OAG
Ranu is selfish person,OAG
"You are also against women rights like kattar Muslims zahil bhakt thora modern
bano",OAG
MODERN Feminism is dog shit,OAG
Faking grill opu,OAG
"@Be Positive You are a Man-hater yourself. It is self-evident. I pity on the
men around you.",OAG
What big writer. She should be kicked out of country.,OAG
"chutiya spotted. liberalism doesn't means what you said. feminism doesn't
represent what you said",OAG
"Most of these feminists are having multiple marriages and exhibits cleavages
and short dresses and vulgar dialogues. Kabir is movie of truth and not
hyppocratic",OAG
"Immediate arrest her.  
who gave her prize?  
redicuous .....",OAG
"I have not seen kabir singh yet bt have seen Arjun Reddy. Grt movie. U r very
much right to point out the hypocrisy of the liberals and so called
feminists.Actually they themselves r confused of what they want in life and as
a result of this they live a lonely life at the end of the day. They don't
want to understand relationship. Their feminism starts with the f... word and
ends in the f...... word.",OAG
"Ghanta..ek no ek chutiya galti se iski video list mein aa gaya.fully
illogical. Apart from momentary burst of short temper and substance abuse,
kabir singh character Does NOT have a single flaw.",OAG
Boaring Ranu 😡🤣,OAG
Must be hanged to death or encountered....,OAG
"Best reply to Not a movie review(Kabir Singh) of movie companion channel. What
a review i must say ! Hats off Sir ji .Some moron feminists seriously need to
watch this.
[#dhodaala](http://www.youtube.com/results?search_query=%23dhodaala)😂
[#sucharitaTyagi](http://www.youtube.com/results?search_query=%23sucharitaTyagi)👎",OAG
"Arundathi Roy please register your name as falthu kuttha instead of kungfu
kuthha",OAG
That's called haresh .ment not love,OAG
"wow , can't believe there are such idiot, uneducated and illiterate people
like you. People like you should be ashamed to justify some of the most
cringiest scenes ever shot in the history of bollywood cinema.",OAG
"first of all, there is thing, where people have their type and people
belonging to the LGBTQ+ community are BETTER at confessing and handling if
they crush on their straight friends THAN straight guys so shut the fuck up",OAG
"@Rishita Pandey that's the real face of you
bi#""[#ch](http://www.youtube.com/results?search_query=%23ch)...sorry i used
that word but you deserve it. your funda is clear, if someone has different
point of view then start abusing. and yes for chu""#""""yas like you 🖕",OAG
One word for all haters go die somewhere else..,OAG
She should be thrown out of India..crap and crazy idiotic lady,OAG
That grey shirt guy..looks like Rapist!!,OAG
"@Rishita Pandey that's the real face of you
bi#""[#ch](http://www.youtube.com/results?search_query=%23ch)...sorry i used
that word but you deserve it. your funda is clear, if someone has different
point of view then start abusing. and yes for chu""#""""yas like you 🖕",OAG
"Honestly who made this bisexual sucharita a fucking critic she is just so
fucking annoying",OAG
**Congratulation !! 1.7k terrorist liberal & feminists watched your video** 😂😂,OAG
Cheep Women ...,OAG
throw her in jail,OAG
"4 shots ,veere di wedding etc supports by feminists and liberals but not by
you and movies like kabir singh/Arjun Reddy is supported by u but not by
them..Actually both are wrong...those webseries shows sex, one night
stand,masturbation,multiple partner as women empowerment which is completely
wrong but here in Kabir singh Love is justified thing in movie but slapping a
girl, being rebel ,womaniser ,highly alcoholic and pagalpan is also not good
for indian audience to present because this movie may show only true love but
in real life these love turns out to be acid attack/rape,owner killing and
suicide in most cases . So, ideally both type of cinemas are not good to
support. we are not learning or getting something from these kind of
movies/webseries.",OAG
"Indian People easily adapt what is shown in bollywoood or any other movies
they start doing that type of things that is shown in the movies its just a
movie i mean what's wrong with these people its ridiculous.",OAG
"I saw arjun reddy.... i am not a liberal or a feminist but it is my opinion I
saw arjun reddy yesterday on amazon and for one i had to pause whenever
character speak bcoz d subtitles were too fast i didnt have time to read the
whole thing.  
Secondly i didnt like arjun ka character- womZaniser, drug addict,
alcoholic.and very abusive.  
Thirdly, by saying i like thia girl in particular clothing and then going from
class to class plus the girl's hostel and giving it the name of love isn't
love at all and it's CREEPY like srk chasing after kajol in DDLJ.  
Fourth point, after repeated pleas by his parents, he still drinks and smokes.  
He was shown in a negative light....but atleast there was a courtroom scene.  
And he is proud to say that while he was high none of his patients died?
Seriously?  
He slapped a girl when it wasnt expected at all. He was very regressive. Not
only regressive but spoilt, unapoligetoc and obnoxious.  
One time watch but yet inspite all this i could see the effort made by the
makers.  
GOOD EFFORT... I DIDNT SAY GREAT FILM. THERE WASNT ANYTHING GREAT ABOUT THE
FILM. ARJUN REDDY WAS as my teacher would say A SPINELESS JELLYFISH.",OAG
"Let the fools be bro. They only enjoy porn like Veere Di Wedding and brand it
feminism",OAG
Preeti was a dumbfuck!,OAG
One word for all haters go die somewhere else..,OAG
"@Pratik Borade Pratik Borade bro  
1\. You are not conservative. You are liberal . You are just scared of the
word but you are liberal. I have same thought as you but i call myself as
liberal. Dude your thoughts are liberals. Most of the thing you said about
liberal is not true  
. Things like nudity and stuff. Indigenous tribe who live naked doesn't know
anything. So i dont expect you to tell me what to wear.  
2\. Vedas are bullshit. Do u think god wrote the vedas? I am an atheist. If u
start questioning vedas you will find it just a book written by prosperous
people to control the entire community. How can u relate Mathematics with
vedas? Pls dont tell me calculus was invented by vedas.  
3\. people of indus valley civilization didn't have any Hindu gods. Vedas are
written after indus valley civilization. And zero was in use in Nile Valley
Civilizations too. I can't say who used it first.  
4 . Liberals oppose war. And you think its a bad thought. On man oh man.. god
save me although i dont believe in god.  
5\. Vietnam war ......? Seriously... Do u know anything about Vietnam war?  
6\. I respect aadiwasi ritual and belief system. Far more logical than hindus
but मुझे आदिवासियों के अंधविशवासों प्र विश्वास नहीं। इसलिए मै खुद को
conservative नहीं कह सकता आपकी liberal वाली defination से मै खुद को liberal भी
नहीं कह सकता क्यों की liberal वह नहीं जो आप बता रहे हो। I love my country and
my indigenous culture . The thing is we liberals respect every country and
their culture.. लेकिन कहना तो सिर्फ इतना है कि यदि रीति रिवाजों में कुछ कमिया
है तो उसको सुधार कर नई अeच्छी बातो को अपनाओ।",OAG
"@parul singh It's not true.... but yeah... due to too much indecency of women
in society and the way media using them as an object or piece of meat to
seduce men, many men also are running behind these girls to lick them... at
least you are not their target... but those men who became monster watching
this nudity and lost control over themselves, you can be target for them....  
  
  
Each fuckbois do not see whether you are simple girl or bold... they just
wants your body....  
  
  
So, take care....  
  
  
Values of women and respect for them are getting down day by day... In future,
may be maximum men would became fuckbois just because of this obscenities all
around....  
  
  
Today, it's hard to find a genuine girl or boy....",OAG
"Arnob you a corrupt man , fake and one of the biggest liar,,, are you a
journalist or a business man faking every evening,,,",OAG
"""Non sense"" Ranu mandal..I hate her now.",OAG
Ranga billa orgy pals of Arundhuti kutiya,OAG
"One word for the movie ""tatti""",OAG
"Anywhere in the world she be locked up,in the peace loving Islamist country's
she be stoned to death.india giving too much freedom for scums like her.",OAG
Ranu Mondal My Foot😫😖😱🤮🤮🤮,OAG
She is psycho,OAG
If you have guts then speak against child rapist prophet mohammed,OAG
"Why animals(other than humans) dont have these same sex attraction? backchodi
hai ye...homo-lomo . huh!!!? my life my choice....mera bhi man karta hai GTA 5
jaise gun le kar nikal jaaun road pe.......INSAAN ki dimag ki bakwas hai ye",OAG
"I never thought i would see anything worse than Kabir Singh, but then I saw
your video. So you think there is nothing wrong with dominating a young girl,
without her consent? You think it is ok to tell every other person to not come
near her because she is ""his""? You think it is ok to treat a girl like
property? You also think it is ok to slap a girl when she is crying because
her father saw you guys make out? Ye kahan ki mardaangi hai yaar? Open your
eyes. Grow up. Do not promote self destructive and wrong behavior, especially
to the huge population of impressionable kids who are your target audience,
purely for likes.",OAG
"I read a blog post of India Today they were trying to defame the film by
giving bad reviews. They even called Arjun Reddy B grade film.. That's really
disgusting..",OAG
"She never had a good parents. The got divorced when she was under 5 years of
age. This will tell what sort of lady was she the foxy face. She is third
rate, stupid educated illiterate lady.",OAG
"What's even more disgusting is that not 1 INDIAN WOMAN has the courage to post
a comment against this....probably they fear the backlash....WHAT A SHAME ON
SOCIETY!!!!! Fuck off you BITCHES!!!!!!!!!!!!!!!!!!!!!!!",OAG
"Nobody gave a shit about alia's violent behavior in gully boy...  
But here kabir's behavior marked him as possessive..😛
[#Feminist](http://www.youtube.com/results?search_query=%23Feminist) didis and
bhaiyas.. Tb kaha the??",OAG
"Kabir Singh did not promoted Abuse... lol  
  
  
stop speaking shit",OAG
this girl should be raped!,OAG
"It's very very nice comedy. And Ranu Mandal is station word, or, selfish
singer and scoundrel girl.",OAG
Character less this issue women,OAG
She should be thrashed harder. How we Indians ar taken for granted,OAG
Message to all the bitches who think they can get away with miss use of 498a.,OAG
😠 disgusting,OAG
What big writer. She should be kicked out of country.,OAG
"Rajdeep such a shame Right to free speech comes with reasonable restrictions
read Art 19(2)",OAG
"I am surprised Prateek that you liked Kabir Singh. A film where the
protagonist does not respect women and thinks it is his birth right to choose
a girl in his college and the girl should meekly surrender to his love in my
case smacks of misogyny. It's not about liberals or intellectual. But the
trailer itself puts me off that I didn't want to watch the movie. I would
happily miss watching this movie because a man cannot behave like this. He
cannot behave like he owns a woman.",OAG
"All most all movies promote feminazism. Even in English movies. Movies have
become indoctrination tools to hypnotize masses to become slave to women.
These are unhealthy and destructive addiction",OAG
"There should be MIlitary rule,Well done Delhi/UP police Shoot all the bastard
antiNational urban naxals ,students,Media like NDTV,The Wire and congress like
in china and Pakistan,Innocent people are killed bcoz of bastard NDTV,the
Wire,Scroll",OAG
Arundhati Roy herself is Kung Fu Kutta a dog,OAG
"Not comparing but even nice movies like Na peru Surya na illu India will hurt
feminists for showing so called toxic masculinity.A man facing the problem
with anger management = toxic masculinity.Since when? Do they want all the men
to become effeminate.Feminists hate logic and reasoning for sure.Thats y I
stay away from females and I have no remorse for it. Waiting for SJWs to get
involved in keyboard war by replying me with some shaming language.I won't
retaliate.😜👍",OAG
Faking grill opu,OAG
Fuck boy😂😂😂😂😂😂😂😂😂😂,OAG
Perfect perfect perfect answer for those m.....fucker,OAG
Boaring Ranu 😡🤣,OAG
"Arundhati Kutiya not lesbian, she is being well fu**led by mollas but that
Kasturi looks more like a Hijra",OAG
That grey shirt guy..looks like Rapist!!,OAG
"This lady is the true face of urban naxal,and is paid by western countries and
isi to destroy india by giving provocative speech,she should be put behind
bars",OAG
Who the hell r these liberals and feminist. Assholes.. kick them all..,OAG
For MISOGINIST sexist patriarchal men they all are father fuckers,OAG
"Best reply to Not a movie review(Kabir Singh) of movie companion channel. What
a review i must say ! Hats off Sir ji .Some moron feminists seriously need to
watch this.
[#dhodaala](http://www.youtube.com/results?search_query=%23dhodaala)😂
[#sucharitaTyagi](http://www.youtube.com/results?search_query=%23sucharitaTyagi)👎",OAG
She should be thrown out of India..crap and crazy idiotic lady,OAG
"Flavia and Neha Gupta are bloody scum on earth. These bitches should know, SC
hasn't scrapped this law. SC has only given some provisions. It is not anti-
women. It is against the misuse of this law.",OAG
Feminism should convert to islam,OAG
Whenever masculinity is shown these librandoos will cry.,OAG
That bastard Haryanvis😠😠😠,OAG
"Stop exargerating feminism . feminism is about protecting women in despair but
of course u have to exergerate looking down upon its real goal to prove your
point is just disgusting",OAG
or maybe LOUD-MOUTH-KUTTA??,OAG
😠 disgusting,OAG
Ki ato ranu mondol...ranu mondol.....disgusting...,OAG
"I really liked this movie..i didn't find this movie misogynistic...or showing
toxic masculinity..  
This may be wrong pseudo faminist and gaandu male..",OAG
Wtf,OAG
You are a pedofile,OAG
"Don't understand why is she even allowed in India. This urban naxali terrorist
should be punched and kicked out of the country.",OAG
flawia egnis is a bitch,OAG
Sucharita tyagi is chutiya critic.,OAG
Bastard librandus,OAG
"I wonder why this govt doesn't impose NSA on her and put her behind the bars.  
Arundhati is a lunatic and is a cancer to the country. She needs to be
detained by security agencies and must be kept forever in the prison for the
sake of peace in society.",OAG
"**women have always double standard. Their standars are very high in the
context for men but when it came to self they dont stand on their own
standdards**",OAG
"Anywhere in the world she be locked up,in the peace loving Islamist country's
she be stoned to death.india giving too much freedom for scums like her.",OAG
**shut up you feminist bitch**,OAG
Such a bitch.,OAG
"10000% true 👍👍👍
Kabir singh is a big chutiya movie",OAG
@Eminent - pubg Mobile chutiya pubg pussy Indian spotted,OAG
"16.34 haha how could u sir?? Ladke Hain gussa ajata Hain.. rape bhi ho jata
Hain ..haat uth jata Hain. U can not justify one wrong thing with comparing
other wrong thing.",OAG
Ranu madafukker,OAG
"Get lost Arundhati Roy! Do not behave like illiterate lady. Have you lost your
mind? Are you drunk? Shame on you Arundhati. I am really surprised how you got
that Brooker prize for writing the book? Did you hire someone to write the
book? You are telling people to be dishonest. Who knows? You must have hired
someone to write the book. It is so evident that honesty is not in your
dictionary. Shame!!",OAG
"Not funny at all bro you should stop uploading videos.. I hate your fooking
face .. Dicck face",OAG
Kabir Singh MC film,OAG
"She never had a good parents. The got divorced when she was under 5 years of
age. This will tell what sort of lady was she the foxy face. She is third
rate, stupid educated illiterate lady.",OAG
Ranu mandal is not a good singer.....,OAG
"Stop it u bootlicker of bjp... Bhainchod aur kitna chaaatogey tum log bjp
ki... Arnab Goswami is the most dirtiest blot of India...  
Bhainchod... Shouting like a mad dog with four other dogs in ur show doesn't
make u patriot....  
Loudey u r just a pimp cum anchor.... U coward if u have guts then go out n
take the interview of the students who r protesting....  
Inviting four to five bhakts every night n vomits ur shits from ur mouth
doesn't make u journalist",OAG
"Women protesting against **Kabir Singh** were the same ones who praised
**Veere Di Wedding** because of its toxic pseudo feminist attitude, being so
called independent in life and treating your man as a dog after your marriage.  
Pseudo Feminists are hypocrites  
[#FeminsimSucks](http://www.youtube.com/results?search_query=%23FeminsimSucks)",OAG
we are losing our traditional festivals the cause is fucking liberal..,OAG
Mad ranu mandel,OAG
"Immediately put this liar idiot behind bar....why so much argument and debate
needed for this lady?",OAG
Fucking left liberals and feminists,OAG
"Honest review and a tight slap for so called feminist 👏👏👏 love from jaipur
(rajasthan)",OAG
Her name is kingfish kutiya,OAG
"arundhati roy opposed Amercian fight against Osama.....she is a threat to
india ...she is on ISI payroll n ISIS who supports jehadi...",OAG
"Arundhati Roy = Mentor for Kanhaiya, Umar, Shela Rashid..all part of tatti
gang. They should be buried underneath earth for peace to spread.",OAG
"""Non sense"" Ranu mandal..I hate her now.",OAG
Bul shit,OAG
"Hi pratik, usually i do not comment on youtube videos  
But i have been following u n watching ur videos for a long time  
Kuddos for making these videos  
Those who call themselves feminist are not feminist at all  
I'm sure that they do not even know the meaning of feminism  
One example is Sonam Kapoor, she says that she is a feminist, but do her
movies portray and show the concept of feminism  
No, they do not !  
The fact is they are the ones who are ruining the name of feminism and those
who are really working for equality for both genders",OAG
Ranu is a gost,OAG
"Bakwaas baate hai ye..talking about liberals and feminists is not the
issue.its about the basic moral values... hooting on a guy slapping a woman is
not funny... molesting a girl just because you are her senior is not funny...
this is a reality I know but glorifying it is a mistake..and such a happy
ending of the film made Kabir Singh a hero..which he was totally not.What he
was doing during the whole film is simply not right.And it's you who support
all this..because for you he is a hero..maybe you want to become like him.This
film will just mislead the youth.Shame on everyone who are a part of this
stupid film.",OAG
"Well women rule majority of households & even a saying goes ""women r always
right"","" man should listen to wife"" etc so why not complain about toxic
feminity?",OAG
"**women have always double standard. Their standars are very high in the
context for men but when it came to self they dont stand on their own
standdards**",OAG
"Don't agree with you in this. Toxic masculinity is as disgusting as fake
feminism.",OAG
One word for all haters go die somewhere else..,OAG
"Chutye sanju ke bare me kuch nahi bola it is Just a movie watch it and leave
it",OAG
"Yess you are right. We ""feminist"" have problems.  
  
how can you justify that anyone come to your college and kiss you without your
consent. And many more things  
  
I know people with orthodox mentality according to whom this patirachy society
is best what about female rights.  
Sorry but disappointed 😔",OAG
"Sucharita Tyagi is the biggest hypocrite she loved swara Bhaskar being a rebel
in veere di wedding",OAG
Ban suedo femists and liberals ...F..off,OAG
"Kabir Singh aggressively chases his maid to assault her. Takes out his knife
when the girl refuses to have sex with him. He also enters Preeti's classroom
& announces in front of everyone that she is his property. Ye sab problematic
behavior hai. Iss tarah ka behavior ko glorify karna ya phir just his anger
issue keh ke pass off kar dena sahi nhi hai. Do you have any idea about extent
of crime against women in India? These movies promote such asshole type
entitled behavior & are in a way responsible for violence against women. So
called liberals ki moral values ko judge karne se pehle khud ki values ko
evaluate karo if you are okay with all these. There is a reason why India is
one of the worse countries in the world for women. Think about it aur apne iss
fake victimhood se bahar niklo.",OAG
"I hate Ranu mondal I hate her voice Fuck off
[#Ranu](http://www.youtube.com/results?search_query=%23Ranu)_Mondal.
Mera jeisa kon kon hai hit like...👇👇👇",OAG
Stupid ranu mandol I wish she go back to how she was u poor lady not kind,OAG
"Arundhati Kutiya not lesbian, she is being well fu**led by mollas but that
Kasturi looks more like a Hijra",OAG
"Expected some what like the level of Wassepur.. Disappointed.. And yeah
don't... Bring in the anti feminist or cult kinda thing.. Just put your
view... Self destruction is a good thing.....be it substance abuse.. A
""thing"".. Or a lifeless soul.. Shut your mouth and start respecting your
mother.. In fact u need your parents help",OAG
I hate liberals....,OAG
Mad ranu mandel,OAG
I fuck u,OAG
"Mamata , Arundhuti etc are born out of Surawardi Sperm he dropped to the wombs
many women on 16th Aug-1946 in Kolkata. In true sense they are really Bastards
/ Bitch-biologically they can't have a known father . We all know what
happened to him and imagine what is awaiting to Mamaata and Bitch Arundhati.",OAG
"Alpha male is a pack builder not a timid destroyer who hides behind the mask
of masculinity... Yes only dumb girls who has extreme psychological issues
themselves can fall in love with such a gross character !!! Codependencey is a
thing ... Kabir shing is a portrayal of toxic codependency only !!! A sane
independent girl will run miles away as soon as she smells a Kabir shing ...
But if she doesn't and embresses the insane dominant dynamic then mere Bhai
you both have deep rooted psychological issues and need immediate therapy ...
Otherwise together or not both are doomed my friend !! In my opinion if you
even like the character you need therapy ...  
Ask yourself what within you makes you like and imitate such a gross tatty
character!! Very very problematic",OAG
"Shame on you, no doubt India is still developing. This country is going to the
dogs. 1880s ki thinking hai bhai tumhari, band kr de videos bnana. You are
circulating suppressive ideology. Literally go and read and educate yourself.",OAG
I hate you rano mondol,OAG
"Anti national blood runs inside this witch's veins since decades nothing new
let's kick her butt once n for all",OAG
@Baraqua Amina Levy-Khan So is prests raping children.,OAG
"she might or should be subjected to sometime Ranga Billa acts and should be
subjected to vulnerable situation that she should beg for herself and
mercy...why she is criticizing and always a face of controversy...such writers
always do that make their books famous...they can go to any unethical
level...they take advantage of mob psychology also... .such cold blooded
people are born to eat the ghee or butter - as old saying...from the dead ones
funeral...",OAG
"Kabir singh is synonymous to every rickshawallah who drink and and beat their
wife , are sex addicts , and sulk when their wives leave them. Wonder why
people dont make movies on them",OAG
"People like Kabir Singh in real life would have needed lots of psychiatric
counseling and therapy. He has ASPD and substance abuse issues. Love is not
equal to obsession. This is not a good love story this is limerence. You don't
have to be a feminist to notice this.",OAG
"Who is Arundhati roy?? Is she above constitution? Whats her AUKKAAT?? answer
is she is ANTI INDIAN BY ALL MEAN ...  
So madam u hv no right what to say or not....just shut your mouth...v r with
modiji and amit shah  
V r voters...not slaves....",OAG
"This lady is the true face of urban naxal,and is paid by western countries and
isi to destroy india by giving provocative speech,she should be put behind
bars",OAG
"omg u are a hypocrite. the movie is wrong and men like u are supporting. u are
an uncle, have thought like that only.",OAG
feminism is a cancer,OAG
Fuck feminism !,OAG
Stupid ranu mandol I wish she go back to how she was u poor lady not kind,OAG
"God bless the husband. What is the point of the courts, the law and the police
if you are driven to this? Fuck the 498A. Is 498A for projecting the woman???
How?? Its gives the woman the legal right to abuse the man. Fuck such a law.
Hang the law maker to put this 498A law into the legal system.",OAG
Stupid !,OAG
"@Be Positive You are a Man-hater yourself. It is self-evident. I pity on the
men around you.",OAG
conservatives fuck you all,OAG
**Congratulation !! 1.7k terrorist liberal & feminists watched your video** 😂😂,OAG
we are losing our traditional festivals the cause is fucking liberal..,OAG
Fuck boy😂😂😂😂😂😂😂😂😂😂,OAG
Very true fuck liberals,OAG
"Stop exargerating feminism . feminism is about protecting women in despair but
of course u have to exergerate looking down upon its real goal to prove your
point is just disgusting",OAG
Wtf 😀😀😀😀😀😀😀,OAG
"Hi pratik, usually i do not comment on youtube videos  
But i have been following u n watching ur videos for a long time  
Kuddos for making these videos  
Those who call themselves feminist are not feminist at all  
I'm sure that they do not even know the meaning of feminism  
One example is Sonam Kapoor, she says that she is a feminist, but do her
movies portray and show the concept of feminism  
No, they do not !  
The fact is they are the ones who are ruining the name of feminism and those
who are really working for equality for both genders",OAG
"toxic masculinity and pseudo feminism is garbage in this society all we are
just killing each gender",OAG
"Fuck off... Don't u day dare spread homophobia. Human race is not abt
increasing progeny. Love n compassion r the essence of humanity. If u r
intolerant towards a section just bcoz of their sexuality, then to hell with
u!",OAG
Wtf 😀😀😀😀😀😀😀,OAG
Please mind your words. Whatever you are speaking is shit.,OAG
feminism is a cancer,OAG
"Good review brother! You have understood and analyzed the emotions correctly.
Dumb people Need some brain and heart to understand this movie. Good wishes
and huge respect ✊ from telangana 👍🏼.",OAG
That's called haresh .ment not love,OAG
