Text,Sub-task B
T series and Indian is really gay,GEN
"Ram Raja - she is a female dog - who can’t even keep a husband - married and
separated twice because she likes to sleep around",GEN
"Good, ok homosexuality is legalised, but don't showcase in in by public, be
normal like every other human being, if you have to do, go together in a room.
But don't act like despo. In public it looks odd and ugly",GEN
"In the movie, Kabir Singh has slapped one woman. In real life, Kabir Singh has
slapped hundreds of feminists who are just not able to come to terms with his
masculinity.",GEN
Shaurya Arya I will not fuck you and homosexual,GEN
"Very good... throw out these homosexuals out of India... bloody rouge.. bloody
SC deteriorating Indian culture... bann the SC first... bloody old gay
judges...",GEN
"who in their right mind likes another man's defecation whole that is
disgusting if you're gay smell your hand after you take a dump and tell me
that's what you love sick fucks",GEN
"No hope for the cigarette smoking whore. Might as well just get mashed under a
truck. And that other guy should be burnt alive along with the whore that
caused his life!",GEN
The way you say chutiya bc🤣🤣💯,GEN
this girl should be raped!,GEN
"No one is gay by birth.  
They are just mad.  
Send them to mental asylum.",GEN
"Finally, i can legally call indians gay",GEN
"I am an homosexual person and proud to be on my homosexuality !  
According to indian constitution we have three genders and homosexuality is
legal in India so if someone is saying NO to homosexuality or transgenders
this means they are not obeying the indian constitution.  
  
I was NCC cadet and when we are in NCC we get a news that army officers or
soldiers sometimes they sexually abuse to girlish or an innocent I am the
witness I saw this and heard during the NCC period.  
Next I have made physical relationship with men who were or still they are
working with defence forces. So no one can come forward and say that in
defence we have no homosexual. There are but they are in closet.  
Second there are many news where soldiers abused or physically harassed girls
so no one can say that if homosexual will join defence so they will tease the
or harass the straight soldiers.  
  
Homosexual people are normal they are not prostitute who need Sex all the
time.  
  
Please don’t respect transgender and homosexual people if you don’t want  
But at least respect your constitution who legalised them  
  
  
  
According to Ramayana  
Ram god said kalyug May hijaray Raj karenge  
  
  
  
God bless you all from your homosexual brother",GEN
"It is better to call scholars in the field of politics, sociology for debate.
Not the cracks from cinema, spokes woman from political parties. I could see
bitching only and stopped seeing your program after a few seconds. I will
never see your channel again.",GEN
"Who the fuck told that stupid asshole that LGBT is not our culture???????????  
It was always our culture! Go read the VEDAS! IT didn't come from outside of
India. It was Just banned by a Jerk of King in Britain in some 15th century
and the only thing happened in western culture was that they removed the law
and accepted it earlier than us, who here are not even ready to talk about the
topic!!  
They first brought the law and they first removed the law! But the people in
our country don't even know what's our culture! BC MC SAALE!!!!!!!!!!!!",GEN
"What a vacuum minded witch, product of May be so called Ranga-Billa. Such mean
people gets Bookers Award, Disgusting!",GEN
"Who is Arundhati Roy?  
She is a kutiya a pagal kutiya.  
A randi a big randi.",GEN
"mr mangina would u like your own wife doing orgasmic scenes like in veere di
wedding. nahi na . to fir chup baitho",GEN
"Why animals(other than humans) dont have these same sex attraction? backchodi
hai ye...homo-lomo . huh!!!? my life my choice....mera bhi man karta hai GTA 5
jaise gun le kar nikal jaaun road pe.......INSAAN ki dimag ki bakwas hai ye",GEN
1.7k dislikes by librandu dogs 😂... Sukooooon.....,GEN
MC-BC Name would be perfect.,GEN
"I am a man but I am a lesbian by heart and I was born like that. So, any
lesbian girl, who'll be interested?",GEN
What f... K 377,GEN
"Is it not odd that us reactionary-press like ny times idolizes low iq
theocrats likeRoy whom they hate when it comes toIsrael but love her when she
spews venom against black skinned Hindus .she is a bootlicker of the ,white
man",GEN
"Now look they are thinking to conquer Pakistan.. Plz army chief of India
select more homosexual in your army.... They have a lot of benefit....  
They have the great annals.",GEN
"3 case can happen, (a) if gay is that high rank officers then new people can
be forcely asked for sex for promotion, leave , transfer , financial or other
benefit, (2) if everybody know that someone is gay , their group will
discriminate him or normal friend of him can be seen the same way, and other
group will make fun of that group. Indians are not so mature enough to deal
with that situation are generally countryside people join defennce that is
ugly truth. (C) gAy couple will have emotional attachment and will never take
harsh step in critical condition, they will not have same aggression they will
become defensive they will be interested in long living with their partners.",GEN
Her father was Kung fu kutta.,GEN
Fuck those feminism and liberals film no.1 hai,GEN
"@Crazy Boy kindly don't get hurt... But read my words what I said.. I said I
have come across those gays who have multiple sexual partners.. it's not going
to be good.. Single sexual partner will be okay... But what about those who
are keeping multiple sexual partners... HIV/HBsAg and Sexually transmitted
diseases are more common in these people.. I have one of my patient who had
suffered from Bacterial meningitis and then had so many problems in his life.
I adore your talent that u have cracked all these exams.. but being a doctor
doesn't means that he is not a human being... I live in an Indian society and
see what happening in the society...",GEN
"Nikita Tiwari hey miss nikita are you one of them who is lesbo and want to
join army ?or in your fmly any member is there who is gay ? My middle finger
salutes you .thnks for commenting🤡",GEN
"Inhustice happened director was sentenced but a girl is also a criminal,
according to law girl should also be punished..... Inshort she is a bitch and
after this case parents might have been abused by area.",GEN
Fuck boy😂😂😂😂😂😂😂😂😂😂,GEN
I think feminists are lesbians,GEN
Really Really appreciate. fuck the police and judges too,GEN
"Fuck off... Don't u day dare spread homophobia. Human race is not abt
increasing progeny. Love n compassion r the essence of humanity. If u r
intolerant towards a section just bcoz of their sexuality, then to hell with
u!",GEN
"What a vacuum minded witch, product of May be so called Ranga-Billa. Such mean
people gets Bookers Award, Disgusting!",GEN
"Arundhati can give her name as KUTTI. But can't suggest these names to illegal
immigrants mostly Muslims.",GEN
He should have also killed that bitch,GEN
"+Jass Mcdonald simple kill those bitches, system will automatically learn,
sometimes offence is the best form od defence.",GEN
"@Crazy Boy kindly don't get hurt... But read my words what I said.. I said I
have come across those gays who have multiple sexual partners.. it's not going
to be good.. Single sexual partner will be okay... But what about those who
are keeping multiple sexual partners... HIV/HBsAg and Sexually transmitted
diseases are more common in these people.. I have one of my patient who had
suffered from Bacterial meningitis and then had so many problems in his life.
I adore your talent that u have cracked all these exams.. but being a doctor
doesn't means that he is not a human being... I live in an Indian society and
see what happening in the society...",GEN
Ranu Mandal is a bad and harami singer,GEN
Really Really appreciate. fuck the police and judges too,GEN
its not good i think its all dimaghi keeda being a gay or lesbian..,GEN
"See the rotten face arundhati roy with Stinking ideas spreading odour all
around. Even pig look beautiful than this aged sow.",GEN
Such a bitch.,GEN
1.7k dislikes by librandu dogs 😂... Sukooooon.....,GEN
"To call people lke arundhati roy intellectual is absurd. Who has granted or
declared her as intellectual? press & some leftist cronies. there are millions
in india who are more educated than her, better writers than her, and deeply
involved in bringing up social and ethnic problems to the fore. She is an ORM.
Over Rated Mediocre. Her writings are pessimistic, rudderless and leftist
propaganda. She like other mediocre , has been pumped up by the previous elite
institutions. Her writings have not helped any one, beings or beasts, poor or
neglected. Her recent statement was of a middle class school student. she
should be treated with contempt and disgrace, Shame you stupid Lady.",GEN
"government hi kuch nahi karti bas police aur court ke judges innocent family
ko totally barbad kar rahe hain.  
Totally Blind law in india.  
save families from prostitutes",GEN
Arundhati is an all time bi**h,GEN
"Ram Raja - she is a female dog - who can’t even keep a husband - married and
separated twice because she likes to sleep around",GEN
Arundhati is an all time bi**h,GEN
The way you say chutiya bc🤣🤣💯,GEN
"@jacky ju IF YOU WILL TAKE 5 ML TESTOSTERONE HORMONE INJECTION AND NOT FIND A
FEMALE YOU CAN EVEN FUCK A DOG",GEN
"if 498a case was false then i would say to the husband -well done by killing
the bitch's family... rightly and justly done... the bitch was to be butchered
into pieces...",GEN
"She tells her name as Randi, gandwa as her father, jugaad as mother😂😂😂😂",GEN
"she was sleeping with ranga and billa and that swara baskhar was fingerring
herself watching her😂😂😂",GEN
Ranu Mandal is a bad and harami singer,GEN
"first of all, there is thing, where people have their type and people
belonging to the LGBTQ+ community are BETTER at confessing and handling if
they crush on their straight friends THAN straight guys so shut the fuck up",GEN
"if 498a case was false then i would say to the husband -well done by killing
the bitch's family... rightly and justly done... the bitch was to be butchered
into pieces...",GEN
"Irs common in south. Really Intelligent (normal looking) girls fall submissive
to rich attractive douchebags because they know this might be their only shot
at physical beauty which they wont get in arranged marriages",GEN
Being straight is a choice then,GEN
"He knows that's why he is making this video and you are watching it 😂😂😂  
And off course every boy will like his , girls like you always dislike this
,it is your feminism.😂😂😂😂😂",GEN
@Eminent - pubg Mobile chutiya pubg pussy Indian spotted,GEN
Who are the people hooting for this sick and ugly woman,GEN
"Oh really??? So u think this madarchod Kabir Singh is true portrayal of
student life in India???  
Watch Kota Factory to see what's student life in India.",GEN
"Indian army require mentally and physically strong person .... gay are not
mentally fit...",GEN
flawia egnis is a bitch,GEN
@ajay bhagat These Gays And Lesbos are Basically Opposing the Laws Of Nature,GEN
"Even a degraded PROSTITUDE has a better charecter then this scunk Arundhadi
Roy. The safest place for Indians is to put this scunk behind high security
PRISON.",GEN
"The process can be tested by taking them in army and recording their
activities which data can be further used for the study on effect of
homosexuality on army efficiency.",GEN
"Irs common in south. Really Intelligent (normal looking) girls fall submissive
to rich attractive douchebags because they know this might be their only shot
at physical beauty which they wont get in arranged marriages",GEN
Saw the. Entire review and she is gandu feminist,GEN
**shut up you feminist bitch**,GEN
Sucharita you are ugly but atleast don't bark ugly about some good movie,GEN
"well done Jahangir, the Bitch deserved it!! You did good thing by leaving the
Bitch alive, she should know what is the pain for loosing parents. Bravo!!!",GEN
@Vidya Harish Bhandary She is a failed soft porn actress from the south,GEN
"There is a saying,two pair of breasts connot be in the same room.",GEN
"Why can't the Indian government take serious actions to those who talk against
the nation or anyone who involved in instigating any sort of violence or
disturbing the peace of the nation. Freedom of speech doesn't allow anyone to
go anti-national. This bitch (Arundhati Roy) has already given such statements
that are anti-national on numerous occasions but she is still living freely.
It's high time for the government to pass a law against these bastards, it
doesn't matter who you are.",GEN
Army need man not LGBT,GEN
Wow handsome,GEN
gay MF,GEN
"In Indian army.... I will say in any army of the world the backbone, the
foundation of military or army is ""Discipline, Honour, Valour, love for
Motherland and Humanity, Courage to accomplish impossible task and many more
hard works""..... These are the things which is foundation of Indian armed
forces or foundation of any best militaries around the world, talking about
Gays or lesbians..... Just look at history in ancient time very few or
negligible number of women take part in army but time changed we are in 2019
and women are serving in military so Now Gays and lesbians recruitment in
military then military is well aware about the developments to be done
according to need and time and I think in future military will induct Gays and
lesbians in armed forces but now Indian army chief said we will not allow Gays
and lesbians in army then he is 100% correct and I support army chief,
patriotism is not just needed on borders for military only but inside the
country also we need a lot of patriots for bright future of country.",GEN
Wtf 😀😀😀😀😀😀😀,GEN
"It is better to call scholars in the field of politics, sociology for debate.
Not the cracks from cinema, spokes woman from political parties. I could see
bitching only and stopped seeing your program after a few seconds. I will
never see your channel again.",GEN
"No hope for the cigarette smoking whore. Might as well just get mashed under a
truck. And that other guy should be burnt alive along with the whore that
caused his life!",GEN
"she also said ""TU thik to hai na"", i.e you are not gay right as you so openly
support LGBT people",GEN
"All most all movies promote feminazism. Even in English movies. Movies have
become indoctrination tools to hypnotize masses to become slave to women.
These are unhealthy and destructive addiction",GEN
"Mere Desh ki ladki aur aurton par proud feel ho Raha hain. Whereas , the same
homophobic men watch our penises and cruise around at public toilets . Get
over it - homophobes are closet gays in denial.",GEN
"lesbian and gay...just fuck world...india go over smart fuck...india copy
usa..and main devil usa...fuck World 😠",GEN
Indian army should not have homosexuality because we should keep army pure.,GEN
We need mens in the army not gay,GEN
Feminist are mc,GEN
"Don't spew negativity no money no money, u yourself saying iam poor thats what
the 90%indian mentality is all about.u spend money on film like saahoo and
chanting no money... What the fuck, u have no idea where to spent money as u r
student.. i would suggest freely be patient wait for the review and rating
then go and watch...tosser",GEN
"I think we should first gather the interested people (Homosexuals) make a
group of 100 and train them for 1 year so that we can have correct knowledge
of there physical and mental power and if majority of them achieve success in
this process then we can give green signal to them to join forces",GEN
"I think very less people know about it..so I would like to share regarding
this topic...  
actually homosexuality is a genetic (hormone receptor)related disorder which
is natural and in a population about 0.1 % people are homosexuals and there is
no point in opposing it based on culture or society... people should be broad
minded and they should have courage to accept the reality then only they can
view a right thing in right manner...",GEN
The way you say chutiya bc🤣🤣💯,GEN
Wow handsome,GEN
Porimoni I wanT To fuck Youuu BabY 😍😘,GEN
Only here to dislike this randi,GEN
"Nupur is a warrior!! And other English speaking accent wali madam got brutally
assaulted on live TV. Lol.",GEN
"Now look they are thinking to conquer Pakistan.. Plz army chief of India
select more homosexual in your army.... They have a lot of benefit....  
They have the great annals.",GEN
"It should not be allowed  
As in army there are army there are amny activities  
Where they have to live in the camps with no connection with there base camps  
Like north east or some parts of j and k .  
It homosexuality is allowed it will become more thn a disaster to our
prestigious army.  
As those people will also provoke others to indulge in the same ...  
Jai hind..",GEN
Madarchod all recode break india,GEN
For MISOGINIST sexist patriarchal men they all are father fuckers,GEN
"3 case can happen, (a) if gay is that high rank officers then new people can
be forcely asked for sex for promotion, leave , transfer , financial or other
benefit, (2) if everybody know that someone is gay , their group will
discriminate him or normal friend of him can be seen the same way, and other
group will make fun of that group. Indians are not so mature enough to deal
with that situation are generally countryside people join defennce that is
ugly truth. (C) gAy couple will have emotional attachment and will never take
harsh step in critical condition, they will not have same aggression they will
become defensive they will be interested in long living with their partners.",GEN
"Fishing for fame. This holy is a dropout druggee who got battered in Tamil
filmdom and wasted her life. Now out of necessity she wants to be some
relevant price of ass.",GEN
That grey shirt guy..looks like Rapist!!,GEN
"In Indian army.... I will say in any army of the world the backbone, the
foundation of military or army is ""Discipline, Honour, Valour, love for
Motherland and Humanity, Courage to accomplish impossible task and many more
hard works""..... These are the things which is foundation of Indian armed
forces or foundation of any best militaries around the world, talking about
Gays or lesbians..... Just look at history in ancient time very few or
negligible number of women take part in army but time changed we are in 2019
and women are serving in military so Now Gays and lesbians recruitment in
military then military is well aware about the developments to be done
according to need and time and I think in future military will induct Gays and
lesbians in armed forces but now Indian army chief said we will not allow Gays
and lesbians in army then he is 100% correct and I support army chief,
patriotism is not just needed on borders for military only but inside the
country also we need a lot of patriots for bright future of country.",GEN
"who in their right mind likes another man's defecation whole that is
disgusting if you're gay smell your hand after you take a dump and tell me
that's what you love sick fucks",GEN
Feminist are mc,GEN
Ranu is fucker frod,GEN
"Arundhati Roy say she is Savitha Bhabi.  
Job....Prostitution  
Salary...10 rupees per client if codom with them else 20 rupees.  
Working hour...9:30 Pm to 6:60am",GEN
"This whore is a member of psuedo intellectual secular gang.She made a villa in
naive ST's land.",GEN
Fuck boy 😂😂😂😂😂😂,GEN
Wow handsome,GEN
RAENDIE YOU EDAT,GEN
so now boys will also be raped in India😂??,GEN
"First of all homosexual is a demonic spirit ... And also it's against the rule
of nature....",GEN
Message to all the bitches who think they can get away with miss use of 498a.,GEN
When will I see your sexy video?,GEN
"@Abinash Sarma I DON'T LIKE LGBTQ AND I DON'T SUPPORT THEM  
THIS IS MY VIEW MY SPEECH  
I LIVE IN A DEMOCRACY  
SO I WANT TO MAKE THESE PEOPLE TO LEAVE THE COUNTRY  
  
  
BLOODY IDIOTS",GEN
"BRO MOVIE IS MOVIE.SEE AT AS A MOVIE.  
AND WE ONLY LIKE THIS MOVIE BECAUSE THE ACTING OF SHAHID WAS VERY GOOD.  
And people atleast got to know that they should not self harm for anyone.  
And atleast some struggle was there in movie that how people get so disastrous
after a break up.  
All girls are brainless creatures and Main story of every girl is they first
start loving a fuck boi who dont respect her at all and when he ditch her,they
openly say with their shitty mouth that all boys are same.  
Person who genuinly like krta h usse to vo banda intrest hi nhi marta.  
So in 14 -20 yr old nibbis and even nibbas are just mad.Stay away from
relation ship in these years coz there are rarely anyone who who know their
wants.  
Girls are mad.Stay away from them as much as possible.Dont follow them
blindly.Let them do whatever they want coz they even themselves dont know what
they want.They r fucking idiots.",GEN
"Flevia and neha may God burn u in hell , fuck u all feminists . I have seen
the arrest of whole family which includes 85 year old men who can barley walk
, the father of accused .",GEN
Are you born from a pig 's pichwada......mc,GEN
gay MF,GEN
"Ram Raja - she is a female dog - who can’t even keep a husband - married and
separated twice because she likes to sleep around",GEN
"[14:01](https://www.youtube.com/watch?v=N_ZMfQMZos0&t=14m01s) ga**d marao
bhosdike damn true brother 😂😂😂😂😂😂😀👍👍👍",GEN
"Difference between Feminism and Sexism  
Feminism - I Was Fucked By 10 Sexists  
Sexism- I Fucked 10 Feminist",GEN
"I THINK ONLY GAYS AND LESBIANS ARE LEGAL. NOW RULE OF U N I V E R S E HAS BEEN
CHANGED. NOW MALE AND FEMALE RELATIONSHIP IS ILLEGAL. NOW U N I V E R S E
SAYS."" ON THIS PLANET THIS NEW SYSTEM HAS BEEN LAUNCHED""...NO SEXUAL CRIME
LIKE RAPE WILL OCCUR IN THIS NEW SYSTEM...EVERY GAY AND EVERY LESBIAN WILL
ENJOY THEIR SEX LIFE...LIKE KISSING.",GEN
"load of crap, it isn't directors responsibility to teach anyone the moral
values, it isn't any moral science lecture, the idiots who gets inspired from
Kabir Singh is not directors responsibility... And whats your fucking problem
with love at first sight, anything sounds bullshit in a sarcastic sound. And
how stupid are you asking about heroine's backstory when the movie is about
protagonists self destruction, and why the fucking are you comparing the movie
with reality, not just bollywood anything on silver screen will be absolutely
fucking different from reality sucker.
STAY IN YOUR REALITY FUCKER BETTER DONT WATCH MOVIES FOR INSPIRATION AS A
STUPID.",GEN
"What's even more disgusting is that not 1 INDIAN WOMAN has the courage to post
a comment against this....probably they fear the backlash....WHAT A SHAME ON
SOCIETY!!!!! Fuck off you BITCHES!!!!!!!!!!!!!!!!!!!!!!!",GEN
"Scorer Scored me but not interested in guys at all so please get a sex change
operation or get yourself the tag of trans woman then we shall talk bye",GEN
"Oh really??? So u think this madarchod Kabir Singh is true portrayal of
student life in India???  
Watch Kota Factory to see what's student life in India.",GEN
"I completely support the general. No gay sex in Army so conduct unbecoming of
an officer.",GEN
"Stop it u bootlicker of bjp... Bhainchod aur kitna chaaatogey tum log bjp
ki... Arnab Goswami is the most dirtiest blot of India...  
Bhainchod... Shouting like a mad dog with four other dogs in ur show doesn't
make u patriot....  
Loudey u r just a pimp cum anchor.... U coward if u have guts then go out n
take the interview of the students who r protesting....  
Inviting four to five bhakts every night n vomits ur shits from ur mouth
doesn't make u journalist",GEN
"indains generation would be the next lgbd birth beouse all the indains boys
eagerly supporting same sex ...yes that is diffrent thing that if someone's
family has found a naturally birth so then let it be that one but supportining
lgbt is the unatural thing which is not allowed in any religion hiduism
christenity islamicsim etc .....",GEN
"No they should not be allowed as the institution about which it is talked
about is a very auspicious institution, moreover army teaches the civilians to
be disciplined and to do the right thing and homosexuality is a wrong thing
moreover due to the homosexuality of a person he or she cannot meet the
standards of Army and it will affect other soldiers too so they should never
be allowed as many times it is seen that the homosexuals suffer from STDs so
this wold harm the standards and reputation of Indian Army.....",GEN
"She looks like a fox from a drought affected area............she is bitch not
brought up by a good parents",GEN
"Not only she is alone doing but there are dozens of such anti-indian
presstitutes are repeatedly doing in some or the other way, but we Hindus just
prefer to sleep soundly even when there is national threat",GEN
"I am an homosexual person and proud to be on my homosexuality !  
According to indian constitution we have three genders and homosexuality is
legal in India so if someone is saying NO to homosexuality or transgenders
this means they are not obeying the indian constitution.  
  
I was NCC cadet and when we are in NCC we get a news that army officers or
soldiers sometimes they sexually abuse to girlish or an innocent I am the
witness I saw this and heard during the NCC period.  
Next I have made physical relationship with men who were or still they are
working with defence forces. So no one can come forward and say that in
defence we have no homosexual. There are but they are in closet.  
Second there are many news where soldiers abused or physically harassed girls
so no one can say that if homosexual will join defence so they will tease the
or harass the straight soldiers.  
  
Homosexual people are normal they are not prostitute who need Sex all the
time.  
  
Please don’t respect transgender and homosexual people if you don’t want  
But at least respect your constitution who legalised them  
  
  
  
According to Ramayana  
Ram god said kalyug May hijaray Raj karenge  
  
  
  
God bless you all from your homosexual brother",GEN
"Mamata , Arundhuti etc are born out of Surawardi Sperm he dropped to the wombs
many women on 16th Aug-1946 in Kolkata. In true sense they are really Bastards
/ Bitch-biologically they can't have a known father . We all know what
happened to him and imagine what is awaiting to Mamaata and Bitch Arundhati.",GEN
"@jacky ju IF YOU WILL TAKE 5 ML TESTOSTERONE HORMONE INJECTION AND NOT FIND A
FEMALE YOU CAN EVEN FUCK A DOG",GEN
BC chutiye h Liberals & pesudo feminisits,GEN
"Why animals(other than humans) dont have these same sex attraction? backchodi
hai ye...homo-lomo . huh!!!? my life my choice....mera bhi man karta hai GTA 5
jaise gun le kar nikal jaaun road pe.......INSAAN ki dimag ki bakwas hai ye",GEN
flawia egnis is a bitch,GEN
"i dont know much about homosexuals, but i definitely would say that
transgenders should not be allowed.",GEN
I think feminists are lesbians,GEN
Madarchod ...army is not a kids playground,GEN
"@ansu sen have ever you used pipe of a rifle as vegina?  
Then why do you have a mindset that they are always horny people",GEN
bitches spoil a men life,GEN
"In the movie, Kabir Singh has slapped one woman. In real life, Kabir Singh has
slapped hundreds of feminists who are just not able to come to terms with his
masculinity.",GEN
"if movies are like our real life why making movies then ? no entertainement ,
unique problème is just we have to learn that this is not reality and we have
to stop being madarchod",GEN
"I think we should first gather the interested people (Homosexuals) make a
group of 100 and train them for 1 year so that we can have correct knowledge
of there physical and mental power and if majority of them achieve success in
this process then we can give green signal to them to join forces",GEN
"Sb pagal sexual tharki log hain gay, lesbians.
Dats pure lust not love..i wonder if mother nd father needs any law to show
their love?
My brother, my father loves me widout any law imposed by sme gay cji deepak
mishra.
U dont need to be gay or lesbian to love sme1..u only trying to satisfy ur
fuckin sexual realtion by hiding behind sme LGBT laws.",GEN
"Nikita Tiwari hey miss nikita are you one of them who is lesbo and want to
join army ?or in your fmly any member is there who is gay ? My middle finger
salutes you .thnks for commenting🤡",GEN
"As long as people are listening, cheering and clapping for her. Things won't
change because it's the mentality that's the problem. You put her in jail. One
of her followers will replace her. It's a deep rooted problem.",GEN
Budhdhi randy would be good too,GEN
"In the movie, Kabir Singh has slapped one woman. In real life, Kabir Singh has
slapped hundreds of feminists who are just not able to come to terms with his
masculinity.",GEN
"Well why can't u grasp that a guy can live however he wants, I myself would
wear t-shirts & shorts to jobs instead of formal shirts as we can do what's
comfortable & why can't a guy be topper? I pump & dump girls with consent yet
never got less than 75% ever, well in those days seniors were respected like
teachers & could do whatever they wanted with juniors so that's why juniors
were treated like that in this movie",GEN
Arundhati Roy. Who is she. Is she a prostitute.,GEN
"she also said ""TU thik to hai na"", i.e you are not gay right as you so openly
support LGBT people",GEN
Fuck boy😂😂😂😂😂😂😂😂😂😂,GEN
what the fucking mohila,GEN
"Critics be like  
  
Tere naam: awesome  
Sanju: awsmome  
Kabir Singh: toxic masculinity, misogynistic.  
  
Wah BC.",GEN
"We will not going to show any documents to govt.. We will see what they can
do.. The motherf**ker BJP ?",GEN
"She never had a good parents. The got divorced when she was under 5 years of
age. This will tell what sort of lady was she the foxy face. She is third
rate, stupid educated illiterate lady.",GEN
Madarchod all recode break india,GEN
"rightly said Kishwar, 'lunatic fringe', 'wacko'. I'm adding 'bitch'.",GEN
"I think we should first gather the interested people (Homosexuals) make a
group of 100 and train them for 1 year so that we can have correct knowledge
of there physical and mental power and if majority of them achieve success in
this process then we can give green signal to them to join forces",GEN
"Rubbish critical analysis, feminism is not about sexual, it's about gender
equality in employment, society and home, nonsense. First u must understand
the concept of feminism. Study sociology, bade aaye pata hai nhi kuch, bkwaas
kar rahe ho, Kisi individual ka more than one physical relationship Ho, it's
about personal thing , nothing to do with feminism, male chauvinist",GEN
"Hinduism is one of the most liberal cultures in the world. There are numerous
homosexual encounters even in the puranas and a detailed accounts of same sex
relationsips. Such as that of Agni and Soma(moon lord). It's shch a shame that
these fundamentalists and propogaters of Hindutva(Bhajrang Dal, RSS etc) have
irresponsibly misinterpreted and appropriated them by relying on the
conservative manipulation of ancient indian texts such as the British. Going
by there own narrative..these bastards are in fact the true ""Anti
Nationals""(Hindutvavadis). They have contaminated the real plurality and
diversified ideals of our culture.",GEN
"load of crap, it isn't directors responsibility to teach anyone the moral
values, it isn't any moral science lecture, the idiots who gets inspired from
Kabir Singh is not directors responsibility... And whats your fucking problem
with love at first sight, anything sounds bullshit in a sarcastic sound. And
how stupid are you asking about heroine's backstory when the movie is about
protagonists self destruction, and why the fucking are you comparing the movie
with reality, not just bollywood anything on silver screen will be absolutely
fucking different from reality sucker.
STAY IN YOUR REALITY FUCKER BETTER DONT WATCH MOVIES FOR INSPIRATION AS A
STUPID.",GEN
"Homosexuality : is it natural ?[困]

Not to condemn no people, but to reclaim the fallen from this practice, is
believing that you can be changed from that stage into a better stage ,to say
that we will leave this one off & take the other, who are we to pass that kind
of judgment on our brothers & sisters .

The Question that should be asked is,
where did this perversion of this deviation come about ?

Cause when God created this universe & everything in this universe to obey Him
& His law , the sun obeys the law under which it is created ,the moon ,the
stars , this planet earth obeys the law of its creation. and what we see in
the creation is no ,creature deviates from the law under which it is created.
The planet moves in its orbit not disobeying the law not even , one fraction
of a second & astronomers can bear this witness .

i dont care where you find, an ant , a bee , a fowl , a fish. They all obey
the nature in which they are created, men is not created to deviate from a
certain nature in which he is created.

the planet earth is created to incline to the plain of its orbit 23°c ,30
minutes ,The planet inclines to the plain of its orbit, this is a natural
inclination or leaning.

Man by nature is inclined towards the female & the female by nature leans
towards the man.

Now i want to know ,where did this , deviation come from?

it was not until a man that was made years ago ,from the original man ,made
opposite to the nature of the natural man, made to deviate from the natural
way of God & man ,made an opposser of the natural way & deviates from the
natural course, His whole life style will be a deviation.

The Bible clearly says ,he changed the ""TRUTH"" of God into a lie & when you
pervert the truth of God & make it a lie ,than what follows from that is a
system of perversion of deviation. we didn't have brothers in Africa walking
around with broken wrists .

since people were taught and learned of this behavior we can un-learn this
behavior.

Scripture says ""as a man thinketh so is he "" if you make a man to think like a
woman ,We have seen that ""Thought"" is so powerful it projects itself totally
on the man's brain & it begins to reshape the material so that a man ,who
thinks like a woman , his face, his features, his movements everything about
him begins to change according to his thoughts.

So scripture says "" behold I the sovereign Lord, make all things new"" so we
must get ride of the deviation and bring man back into the natural order in
which he is created & the only way to do that is to place in mans brain a new
thought & that new thought will bring up a new idea and that new idea will
reshape the ""matter"" of the man ,change the form of the man & change the
expression of the man.

There is no such thing as a homosexual that cannot be changed ,there is no
such thing as a ""lesbian"" that cannot be changed, God is here to change us all
up ,into a new growth & bring us back to the natural order in which we were
created.",GEN
"Great. bitch and her family deserved it. expecting more of these incidents in
coming days.",GEN
raveesh stop being a feminist bitch,GEN
Madarchod ...army is not a kids playground,GEN
"Arundhati Roy is a pros* ***** of ISI Pakistani generals and Hafiz Sayeed...
she's getting well paid...",GEN
Nice video,GEN
"What a vacuum minded witch, product of May be so called Ranga-Billa. Such mean
people gets Bookers Award, Disgusting!",GEN
"Y u r calling this chutiya chopra in debate. He knew nothing. I can't even
gabr him job of poen n my office",GEN
Message to all the bitches who think they can get away with miss use of 498a.,GEN
"As per Arundhati she should give her name as Kung Fu Kutiya and she should
keep practicing balancing tooth brushes on her nipples (god of small things),
that is all she is worth for. They (Roy, Kavita Krishnan, Shehla Rashid)
should rent apartments in Hira Mandi).",GEN
"Not only she is alone doing but there are dozens of such anti-indian
presstitutes are repeatedly doing in some or the other way, but we Hindus just
prefer to sleep soundly even when there is national threat",GEN
"What's the name of that hot bearded guy ....his Insta ?......he's fucking hot
...I would like to be in Ur videos",GEN
Fuck yourself Feminism,GEN
Your mum came faster,GEN
